,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
268,1663077,12,7,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.53125,32.76953125,2.9140625,0.33984375,2.0390625,1.17578125,1.71484375,1.2421875,4.62890625,5.625,0.58203125,0.9609375,2.7265625,2.2578125,0.14453125,0.328125,1.3359375,0.0234375,0.46875,0.03125,0.16015625
269,491471,14,7.5,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,35.1171875,27.1953125,2.65625,0.92578125,0.8984375,2.46875,1.84765625,4.03515625,9.75,4.3828125,1.77734375,1.8125,3.38671875,0.2890625,0.20703125,0.35546875,0.8203125,0.0390625,1.03515625,0.3984375,0.6015625
270,491471,14,7.5,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,35.8125,26.7890625,2.703125,0.9765625,0.796875,2.6015625,1.875,3.90234375,9.4296875,4.3046875,1.84375,1.94140625,3.2890625,0.375,0.23828125,0.33984375,0.6953125,0.078125,1.05859375,0.35546875,0.59375
271,491471,14,7.5,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.90625,27.30078125,2.87109375,1.015625,0.74609375,2.5234375,2.15625,3.91015625,10.1875,3.93359375,1.97265625,1.90234375,3.08984375,0.30078125,0.23828125,0.33203125,0.6953125,0.06640625,1,0.3046875,0.546875
272,35000,18.5,8.88,12.5,2000,0.2,6.2,31,1285.803279,197.4546,23.76171875,33.53125,2.74609375,1.265625,0.70703125,3.30078125,3.50390625,9.73046875,3.85546875,7.1171875,0.609375,1.78515625,4.60546875,0.9921875,0.234375,0.15625,0.1171875,0.15625,0.21875,0.875,0.73046875
273,35000,18.5,8.88,12.5,2000,0.2,6.2,31,1285.803279,197.4546,22.27734375,29.88671875,2.66015625,1.20703125,1.55859375,3.7109375,3.08203125,13.4140625,3.3828125,6.6875,0.74609375,3.4375,4.32421875,1.203125,0.26171875,0.140625,0.109375,0.08984375,0.20703125,0.859375,0.75390625
274,35000,18.5,8.88,12.5,2000,0.2,6.2,31,1285.803279,197.4546,35.6171875,17.4921875,4.83984375,0.83984375,0.88671875,4.91015625,1.3125,7.921875,2.984375,5.47265625,0.703125,10.1171875,3.2109375,1.10546875,0.4375,0.05078125,0.328125,0.15625,0.0078125,0.64453125,0.9609375
275,3000,24,16,13,4500,2.5,7,30,1285.803279,197.4546,23.984375,29.19921875,2.47265625,1.07421875,1.03125,4.078125,2.875,12.453125,3.390625,6.69140625,0.79296875,3.84375,4.5234375,1.05859375,0.28515625,0.078125,0.109375,0.171875,0.28125,0.9140625,0.69140625
276,3000,24,16,13,4500,2.5,7,30,1285.803279,197.4546,20.2890625,24.59765625,3.5625,0.71484375,0.6171875,3.78515625,1.71484375,9.18359375,1.88671875,20.6015625,0.47265625,3.7109375,5.55859375,0.96484375,0.2421875,0.41796875,0.09375,0.05859375,0.09375,0.63671875,0.796875
277,3000,24,16,13,4500,2.5,7,30,1285.803279,197.4546,23.5,20.58984375,2.7578125,0.69140625,0.6796875,4.1484375,1.69921875,9.91796875,1.8359375,19.484375,0.43359375,5.40234375,5.7890625,0.890625,0.1640625,0.30078125,0.0859375,0.0546875,0.11328125,0.71484375,0.74609375
278,120000,13.68,6.24,7,4000,1.69,7.6,28.8,1285.803279,197.4546,31.8359375,21.9921875,5.51171875,1.02734375,0.8203125,4.81640625,1.5859375,6.25,4.8046875,5.890625,0.83984375,6.26953125,3.81640625,1.3125,0.625,0.09765625,0.375,0.28515625,0.03125,0.60546875,1.20703125
279,120000,13.68,6.24,7,4000,1.69,7.6,28.8,1285.803279,197.4546,33.19140625,18.875,4.86328125,0.8828125,1.03125,4.90234375,1.33984375,8.01171875,2.7265625,4.734375,0.66015625,11.57421875,3.50390625,0.88671875,0.43359375,0.09765625,0.30859375,0.19140625,0.01953125,0.6328125,1.1328125
280,120000,13.68,6.24,7,4000,1.69,7.6,28.8,1285.803279,197.4546,23.8515625,30.7578125,1.734375,1.08203125,1.44921875,3.8203125,2.8046875,12.00390625,2.78515625,6.79296875,0.47265625,4.078125,4.9921875,0.91015625,0.265625,0.0625,0.0859375,0.078125,0.2109375,1.07421875,0.6875
281,450,24,19.2,15.25832,3464.726266,6.5,7.2,28,1285.803279,197.4546,27.27734375,7.34765625,3.2890625,2,6.42578125,2.3203125,3.51953125,8.1640625,0.34765625,1.24609375,0.3125,30.41796875,4.7421875,0.60546875,0.06640625,0.3203125,0.0390625,0,0.01171875,0.87109375,0.67578125
282,450,24,19.2,15.25832,3464.726266,6.5,7.2,28,1285.803279,197.4546,32.27734375,20.53125,5.30078125,1.1015625,0.94921875,4.4375,1.55859375,6.25,3.95703125,5.40625,0.7109375,8.92578125,4.265625,1.2421875,0.6484375,0.0546875,0.359375,0.29296875,0.01171875,0.671875,1.046875
283,450,24,19.2,15.25832,3464.726266,6.5,7.2,28,1285.803279,197.4546,24.578125,8.9453125,7.55859375,1.75,6.02734375,1.83203125,3.01953125,5.82421875,0.29296875,1.51953125,0.43359375,30.06640625,5.48828125,0.51953125,0.140625,0.3046875,0.0625,0.0078125,0.0859375,0.92578125,0.6171875
284,144000,12,9.718041,8,3552,1,7.096624,23.402141,1285.803279,197.4546,28.5703125,41.90625,1.05859375,0.7109375,1.3046875,1.35546875,2.0234375,2.55859375,11.49609375,2.48046875,0.73046875,2.11328125,1.5703125,0.4921875,0.01953125,0.67578125,0.18359375,0.03125,0.296875,0.125,0.296875
285,144000,12,9.718041,8,3552,1,7.096624,23.402141,1285.803279,197.4546,30.98046875,40.80078125,0.921875,0.75390625,1.1015625,1.3359375,1.8046875,2.31640625,11.3671875,2.4375,0.76953125,2.05078125,1.4140625,0.5234375,0.02734375,0.546875,0.171875,0.03515625,0.3046875,0.10546875,0.23046875
286,144000,12,9.718041,8,3552,1,7.096624,23.402141,1285.803279,197.4546,30.6796875,41.51171875,0.828125,0.64453125,1.0859375,1.2421875,1.91015625,2.37109375,10.91796875,2.4609375,0.7265625,2.10546875,1.4140625,0.50390625,0.0234375,0.61328125,0.16015625,0.0390625,0.34765625,0.1015625,0.3125
287,144000,12,9.718041,8,3053,1,7.096624,23.402141,1285.803279,197.4546,33.1484375,36.30859375,0.8359375,0.3828125,0.8359375,1.33984375,1.84375,2.07421875,14.6484375,2.3984375,0.6953125,1.8125,1.55859375,0.421875,0.04296875,0.97265625,0.16796875,0.02734375,0.234375,0.0703125,0.1796875
288,144000,12,9.718041,8,3053,1,7.096624,23.402141,1285.803279,197.4546,39.40234375,29.1484375,0.84375,0.734375,1.2109375,1.546875,2.21875,2.37109375,12.5859375,3.23828125,0.76171875,2.0390625,1.60546875,0.34375,0.02734375,1.2109375,0.2265625,0.01171875,0.23828125,0.1171875,0.1171875
289,144000,12,9.718041,8,3053,1,7.096624,23.402141,1285.803279,197.4546,37.578125,31.76171875,0.74609375,0.484375,1.15625,1.38671875,2.21484375,1.96484375,12.58984375,3.39453125,0.7578125,1.55078125,1.65234375,0.40234375,0.05078125,1.58984375,0.171875,0.02734375,0.265625,0.09765625,0.15625
290,24000,15,15,15,4287,1.75,7.5,23.402141,1285.803279,197.4546,44.671875,27.58984375,1.87890625,1.32421875,1.49609375,3.13671875,2.01171875,3.98046875,1.69140625,5.703125,1.2734375,1.55859375,0.73828125,1.05078125,0.2578125,0.16796875,0.62109375,0.3125,0.0703125,0.46484375,0
291,24000,15,15,15,4287,1.75,7.5,23.402141,1285.803279,197.4546,43.015625,28.40625,1.640625,1.37109375,1.609375,3.23046875,1.93359375,4.33203125,1.94140625,5.43359375,1.35546875,1.9453125,0.79296875,1.2109375,0.28125,0.15234375,0.6171875,0.265625,0.03515625,0.4296875,0
292,24000,15,15,15,4287,1.75,7.5,23.402141,1285.803279,197.4546,42.9296875,28.44921875,1.8359375,1.2578125,1.48046875,3.40234375,1.87890625,4.33984375,1.83203125,5.76953125,1.3125,1.7578125,0.84765625,1.10546875,0.3359375,0.17578125,0.609375,0.2421875,0.03125,0.40625,0
293,24000,15,15,15,4066,1.75,7.5,23.402141,1285.803279,197.4546,46.07421875,26.453125,1.54296875,1.54296875,1.19921875,3.02734375,1.875,3.69140625,1.9765625,6,1.5,1.69921875,0.65625,0.984375,0.3671875,0.18359375,0.44140625,0.33203125,0.05078125,0.40234375,0
294,24000,15,15,15,4066,1.75,7.5,23.402141,1285.803279,197.4546,49.32421875,26.87109375,1.39453125,1.328125,0.92578125,3.07421875,1.76953125,2.703125,2.3046875,4.25390625,1.31640625,1.20703125,0.703125,1.16796875,0.265625,0.22265625,0.4140625,0.3125,0.02734375,0.40625,0.0078125
295,24000,15,15,15,4066,1.75,7.5,23.402141,1285.803279,197.4546,38.95703125,29.4765625,0.60546875,0.46484375,1.12890625,1.3359375,1.8515625,1.90234375,14.7421875,2.9140625,0.6953125,1.85546875,1.66796875,0.5234375,0.0078125,1.1953125,0.19921875,0.03125,0.2421875,0.08203125,0.12109375
296,50000,55,36,21,3464.726266,0.6,6.8,27.5,1285.803279,197.4546,31.9140625,43.4296875,0.67578125,0.25,10.27734375,1.21484375,0.765625,2.4453125,0.51171875,1.4140625,0.32421875,4.30078125,1.43359375,0.171875,0.03515625,0.015625,0.0234375,0.01171875,0.1015625,0.34765625,0.3359375
297,50000,55,36,21,3464.726266,0.9,6.8,27.4,1285.803279,197.4546,21.94921875,33.16796875,0.83203125,4.3359375,22.4140625,1.30859375,0.8359375,2.7421875,0.75,1.44921875,0.46875,7.125,1.234375,0.3203125,0.03515625,0.03515625,0.0078125,0.00390625,0.08984375,0.42578125,0.46875
298,50000,55,36,21,3464.726266,0.2,6.8,27.4,1285.803279,197.4546,39.96484375,38.0703125,1.1640625,0.09765625,1.88671875,0.20703125,1.70703125,0.09375,5.51171875,4.28515625,0.8671875,0.671875,2.9609375,1.90625,0.09765625,0.28125,0.109375,0,0,0.09375,0.0234375
299,50000,55,36,21,3900,0.25,6.8,27.5,1285.803279,197.4546,41.8125,38.5703125,0.93359375,0.1015625,1.54296875,0.16015625,1.671875,0.11328125,5.49609375,3.53515625,0.9453125,0.484375,2.49609375,1.49609375,0.09375,0.3046875,0.109375,0,0.00390625,0.1171875,0.01171875
300,50000,55,36,21,3900,1.4,6.8,27.5,1285.803279,197.4546,43.3203125,36.1171875,0.79296875,0.14453125,1.328125,0.1640625,1.4296875,0.078125,5.4296875,5.078125,0.77734375,0.75,2.52734375,1.61328125,0.03515625,0.21875,0.09765625,0,0.00390625,0.08984375,0.00390625
301,50000,55,36,21,3900,0.3,6.8,27.4,1285.803279,197.4546,33.3203125,44.890625,0.67578125,0.3125,8.15234375,0.89453125,0.7265625,2.203125,0.8125,1.51953125,0.421875,3.2734375,1.3515625,0.3359375,0.02734375,0.01171875,0.0078125,0.0078125,0.21875,0.40625,0.4296875
302,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,33.60546875,32.828125,2.9375,1.9140625,1.609375,1.953125,1.375,5.8046875,4.35546875,5.55859375,1.76171875,1.7578125,1.58984375,0.9296875,0.078125,0.21875,1.0625,0.04296875,0.14453125,0.2578125,0.21484375
303,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,36.02734375,30.9375,2.28515625,1.97265625,1.66796875,1.84765625,1.53515625,5.7109375,4.53515625,5,1.796875,1.828125,1.55859375,1.05078125,0.0859375,0.30859375,1.0078125,0.07421875,0.25390625,0.25390625,0.26171875
304,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.85546875,31.44921875,2.78125,2.328125,1.56640625,1.9921875,1.59375,5.90625,4.1640625,4.9296875,1.875,2.00390625,1.51171875,0.77734375,0.08984375,0.3203125,1.11328125,0.078125,0.24609375,0.2734375,0.14453125
305,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.78515625,31.5703125,2.9765625,2.3671875,1.63671875,2.08203125,1.46875,5.98046875,4.02734375,5.08203125,1.75390625,1.578125,1.3828125,0.76953125,0.109375,0.46484375,1.28515625,0.0546875,0.26171875,0.203125,0.16015625
306,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,36.8828125,27.62890625,2.90234375,2.4921875,1.65234375,2.125,1.58203125,6.8984375,3.83203125,5.5703125,1.69921875,2.25,1.38671875,0.6171875,0.12890625,0.31640625,1.21875,0.11328125,0.21484375,0.26953125,0.21875
307,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.2109375,32.32421875,2.796875,2.55078125,1.61328125,1.84765625,1.44140625,6.54296875,3.76953125,5.1015625,1.7109375,1.44921875,1.46875,0.7421875,0.125,0.36328125,1.21484375,0.078125,0.2265625,0.2734375,0.1484375
308,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.1484375,32.18359375,3.01171875,2.0703125,1.7578125,1.921875,1.4453125,6.38671875,3.91796875,4.99609375,1.8359375,1.65625,1.50390625,0.90625,0.1015625,0.26953125,1.078125,0.12109375,0.24609375,0.25390625,0.1875
309,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,31.63671875,33.7109375,3.0078125,2.0703125,1.53125,2.078125,1.421875,6.35546875,4.55859375,5.16796875,1.90625,1.765625,1.6171875,0.78515625,0.09765625,0.25390625,1.2421875,0.08984375,0.22265625,0.22265625,0.2578125
310,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,33.1796875,33.14453125,2.97265625,2.21484375,1.68359375,2.046875,1.5078125,5.71484375,4.359375,4.953125,1.58984375,1.75,1.671875,0.8671875,0.1015625,0.33984375,1.0859375,0.05078125,0.21484375,0.296875,0.25390625
311,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,33.69921875,30.296875,3.80078125,1.66796875,1.4765625,2.11328125,1.28125,6.91015625,3.859375,6.37109375,1.9375,2.62890625,1.640625,0.6484375,0.04296875,0.28515625,0.49609375,0.24609375,0.25390625,0.20703125,0.13671875
312,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,31.40625,33.73828125,3.75,1.609375,1.24609375,2.0546875,1.2890625,6.7734375,3.97265625,5.56640625,1.8984375,2.796875,1.578125,0.6484375,0.0390625,0.26953125,0.53515625,0.23046875,0.22265625,0.23046875,0.14453125
313,120000,19.23245,9.718041,14,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,32.1484375,31.87109375,3.8125,1.53515625,1.54296875,1.92578125,1.3203125,6.9921875,4.1640625,5.8828125,1.81640625,2.80859375,1.703125,0.68359375,0.06640625,0.2890625,0.51953125,0.25390625,0.3046875,0.23828125,0.12109375
314,18000,19.23245,9.718041,16,3464.726266,1.5,6.7,31.4,1285.803279,197.4546,33.59765625,41.78125,1.27734375,0.39453125,0.95703125,2.52734375,1.46484375,1.37109375,6.14453125,2.8515625,1.953125,0.91015625,2.99609375,0.73828125,0.12109375,0.08203125,0.33203125,0.0703125,0.13671875,0.19921875,0.09375
315,18000,19.23245,9.718041,16,3464.726266,1.5,6.7,31.4,1285.803279,197.4546,31.0703125,44.5234375,1.49609375,0.3515625,0.79296875,3.0234375,1.75390625,1.2421875,5.78515625,2.7734375,1.7734375,0.625,3.1796875,0.66015625,0.08984375,0.05859375,0.3046875,0.1015625,0.109375,0.16796875,0.1171875
316,18000,19.23245,9.718041,16,3464.726266,1.5,6.7,31.4,1285.803279,197.4546,20.96875,35.0859375,7.328125,0.79296875,0.94921875,2.984375,4.20703125,2.9765625,3.8515625,6.078125,1.49609375,2.84375,7.22265625,0.8984375,0.3984375,0.1171875,0.12109375,0.234375,1.1015625,0.16796875,0.17578125
317,18000,19.23245,9.718041,16,3440,1.34,6.7,31.4,1285.803279,197.4546,23.12109375,59.6640625,1.75,0.08984375,0.89453125,0.609375,1.54296875,0.546875,2.7109375,2.78515625,1.265625,0.4609375,3.14453125,0.23046875,0.0078125,0.1640625,0.453125,0.07421875,0.296875,0.1328125,0.0546875
318,18000,19.23245,9.718041,16,3440,1.34,6.7,31.4,1285.803279,197.4546,34.20703125,40.234375,1.2578125,0.38671875,0.81640625,2.94140625,1.55859375,1.72265625,5.90234375,2.80859375,1.5546875,1.3359375,3.59765625,0.71484375,0.078125,0.07421875,0.29296875,0.078125,0.15625,0.21875,0.0625
319,18000,19.23245,9.718041,16,3440,1.34,6.7,31.4,1285.803279,197.4546,22,37.35546875,6.3828125,0.703125,0.765625,2.8515625,3.87109375,3.03515625,3.41015625,6.1875,1.29296875,2.421875,7,0.671875,0.3671875,0.125,0.12890625,0.234375,0.8359375,0.21875,0.140625
320,7995,10.5,9.718041,15,3464.726266,2,7,23.402141,1285.803279,197.4546,32.63671875,41.94140625,0.90234375,0.30078125,10.01953125,1.33984375,0.625,2.87890625,0.6484375,1.2734375,0.32421875,4.44140625,1.48828125,0.234375,0.02734375,0.0234375,0.01953125,0.01171875,0.16796875,0.37890625,0.31640625
321,7995,10.5,9.718041,15,3464.726266,2,7,23.402141,1285.803279,197.4546,22.43359375,32.03125,0.65625,4.234375,21.69140625,1.28125,0.8125,2.890625,0.796875,1.5234375,0.46875,8.1015625,1.5078125,0.28515625,0.046875,0.03125,0.01171875,0,0.10546875,0.5625,0.52734375
322,7995,10.5,9.718041,15,3464.726266,2,7,23.402141,1285.803279,197.4546,33.796875,43.6796875,0.80078125,0.30078125,7.7734375,1.23828125,0.7265625,2.6015625,0.81640625,1.609375,0.38671875,3.25390625,1.69921875,0.2734375,0.0078125,0.0390625,0.02734375,0.01171875,0.15234375,0.41015625,0.39453125
323,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,35.03515625,30.375,1.30078125,0.71875,1.48046875,2.48828125,1.4375,5.70703125,8.40234375,3.28515625,0.87109375,4.12109375,2.984375,0.41015625,0.21484375,0.1953125,0.1875,0.02734375,0.24609375,0.22265625,0.2890625
324,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,36.58984375,29.41796875,1.31640625,0.7109375,1.04296875,2.546875,1.57421875,5.60546875,8.3203125,3.3828125,1.01171875,2.92578125,3.4375,0.46484375,0.171875,0.27734375,0.34375,0.0234375,0.2578125,0.265625,0.3125
325,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,33.74609375,34.29296875,1.3984375,0.76171875,1.6953125,2.1484375,1.45703125,4.875,8.20703125,2.69921875,0.97265625,2.84375,3.16015625,0.359375,0.2109375,0.24609375,0.1796875,0.04296875,0.19921875,0.19140625,0.3125
326,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.4140625,23.74609375,0.9296875,1.00390625,1.140625,3.2578125,1.4453125,5.96484375,6.78515625,4.08984375,0.85546875,4.62109375,5.41796875,0.42578125,0.1171875,0.59765625,0.2734375,0.03515625,0.2578125,0.203125,0.41796875
327,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,39.16796875,22.94140625,0.91796875,0.84375,1.07421875,3.13671875,1.55859375,5.44921875,7.40234375,4.6015625,0.90234375,4.65234375,4.7421875,0.41015625,0.171875,0.734375,0.2890625,0.01953125,0.38671875,0.21484375,0.3828125
328,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,37.8046875,21.9765625,1.01171875,1.07421875,1.3359375,3.53515625,1.55078125,7.05859375,5.18359375,4.70703125,0.8828125,4.69140625,6.15234375,0.41796875,0.1640625,1.1328125,0.3203125,0.03515625,0.35546875,0.1953125,0.4140625
329,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,20.53125,10.0390625,1.83984375,0.41796875,0.30859375,0.7109375,1.3671875,0.9375,3.6171875,1.59375,0.5546875,0.65625,0.86328125,0.171875,0.08984375,55.68359375,0.046875,0.26171875,0.1875,0.0625,0.05859375
330,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,31.39453125,17.2578125,2.8828125,0.63671875,0.7421875,1.48046875,2.5,2.18359375,4.765625,2.2109375,0.85546875,1.66015625,1.23046875,0.23828125,0.05078125,29.11328125,0.19921875,0.1875,0.2421875,0.1015625,0.06640625
331,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,19.51171875,11.578125,1.75,0.3984375,0.296875,0.79296875,1.5234375,0.93359375,3.32421875,1.18359375,0.5234375,0.63671875,0.7421875,0.125,0.0546875,56.125,0.05859375,0.19140625,0.16796875,0.046875,0.03515625
332,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,37.75,28.453125,1.2734375,0.765625,1.0390625,2.05859375,1.66015625,6.88671875,8.578125,3.55078125,1.25,3.01171875,1.69921875,0.30078125,0.10546875,0.35546875,0.765625,0.015625,0.2421875,0.0703125,0.16796875
333,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,39.02734375,28.7265625,1.5234375,0.6953125,0.95703125,2.02734375,1.71484375,6.2734375,8.2265625,3.12890625,1.30859375,2.671875,1.8046875,0.25,0.10546875,0.4296875,0.6796875,0.00390625,0.2109375,0.0859375,0.1484375
334,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,42.5703125,15.921875,9.1796875,0.78515625,2.23046875,0.83984375,1.08203125,1.359375,4.0546875,15.3671875,1.47265625,1.58984375,0.734375,0.3671875,0.15234375,1.6171875,0.125,0.2109375,0.17578125,0.1171875,0.046875
335,2300,19.23245,9.718041,5.24,4656,1.62,6.7,25.7,1285.803279,197.4546,29.9609375,42.171875,0.92578125,0.73046875,1.31640625,1.19921875,1.75,2.37109375,10.734375,2.60546875,0.60546875,2.1171875,1.62109375,0.44921875,0.0078125,0.66015625,0.140625,0.01171875,0.30078125,0.0859375,0.234375
336,2300,19.23245,9.718041,5.24,4656,1.77,6.7,25.7,1285.803279,197.4546,33.61328125,39.87890625,0.93359375,0.76953125,0.95703125,1.16796875,1.5234375,2.328125,10.4453125,2.5546875,0.57421875,1.984375,1.4296875,0.453125,0.02734375,0.5703125,0.16015625,0.0546875,0.3046875,0.10546875,0.1640625
337,2300,19.23245,9.718041,5.24,4656,2.21,6.7,25.7,1285.803279,197.4546,33.98828125,39.90234375,0.828125,0.82421875,0.984375,1.09375,1.4453125,2.10546875,10.87890625,2.26171875,0.5703125,1.98046875,1.3671875,0.54296875,0.015625,0.42578125,0.1640625,0.0234375,0.2890625,0.09375,0.21484375
338,160102.4,19.23245,9.718041,20,5200,2.7,7.096624,23.402141,1285.803279,197.4546,35.484375,34.71484375,0.796875,0.3984375,0.90625,1.20703125,1.78125,2.1875,13.93359375,2.3984375,0.65625,1.92578125,1.5859375,0.37109375,0.01953125,1.01171875,0.203125,0.0234375,0.16015625,0.0546875,0.1796875
339,160102.4,19.23245,9.718041,20,5200,2.3,7.096624,23.402141,1285.803279,197.4546,41.47265625,27.98046875,0.91796875,0.75390625,1,1.55078125,2.16796875,2.40625,11.828125,3.11328125,0.73828125,2.11328125,1.5546875,0.35546875,0.03125,1.41015625,0.11328125,0.04296875,0.25,0.09765625,0.1015625
340,160102.4,19.23245,9.718041,20,5200,2.7,7.096624,23.402141,1285.803279,197.4546,42.19140625,30.09375,0.59375,0.5,0.91796875,1.24609375,1.6796875,1.859375,12.0625,2.90234375,0.62109375,1.39453125,1.4375,0.36328125,0.0234375,1.4609375,0.2265625,0.0390625,0.1953125,0.03515625,0.15625
